Common Question Text (group),Common Question ID,Year ID,RowHeaderID,Network or School,Group By,Color Coding,Color Coding (group),Response Text,% of Total Count of Respondents,Count of Respondents,Show N's,% of Total Distinct count of Respondent ID
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,McClymonds HS,All Students,210B,210B,Yes,17.142857143%,36,36,17.142857143%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,McClymonds HS,All Students,,,Did not answer,12.857142857%,27,27,12.857142857%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,MetWest High School,All Students,221A,221A,No,67.375886525%,95,95,67.375886525%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,MetWest High School,All Students,210B,210B,Yes,23.404255319%,33,33,23.404255319%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,MetWest High School,All Students,,,Did not answer,9.219858156%,13,13,9.219858156%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Oakland High School,All Students,221A,221A,No,67.562879445%,779,779,67.562879445%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Oakland High School,All Students,210B,210B,Yes,26.452732003%,305,305,26.452732003%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Oakland High School,All Students,,,Did not answer,5.984388552%,69,69,5.984388552%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Oakland International HS,All Students,221A,221A,No,62.804878049%,103,103,62.804878049%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Oakland International HS,All Students,210B,210B,Yes,27.439024390%,45,45,27.439024390%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Oakland International HS,All Students,,,Did not answer,9.756097561%,16,16,9.756097561%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Oakland Technical High School,All Students,221A,221A,No,65.018181818%,894,894,65.018181818%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Oakland Technical High School,All Students,210B,210B,Yes,29.818181818%,410,410,29.818181818%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Oakland Technical High School,All Students,,,Did not answer,5.163636364%,71,71,5.163636364%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Ralph J Bunche High School,All Students,221A,221A,No,57.5%,23,23,57.5%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Ralph J Bunche High School,All Students,210B,210B,Yes,37.5%,15,15,37.5%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Ralph J Bunche High School,All Students,,,Did not answer,5%,2,2,5%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Rudsdale Continuation,All Students,221A,221A,No,71.844660194%,74,74,71.844660194%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Rudsdale Continuation,All Students,210B,210B,Yes,21.359223301%,22,22,21.359223301%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Rudsdale Continuation,All Students,,,Did not answer,6.796116505%,7,7,6.796116505%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Skyline High School,All Students,221A,221A,No,66.399197593%,662,662,66.399197593%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Skyline High School,All Students,210B,210B,Yes,20.461384152%,204,204,20.461384152%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Skyline High School,All Students,,,Did not answer,13.139418255%,131,131,13.139418255%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Street Academy,All Students,221A,221A,No,50%,7,7,50%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Street Academy,All Students,210B,210B,Yes,28.571428571%,4,4,28.571428571%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2015-16,A115_A106,Street Academy,All Students,,,Did not answer,21.428571429%,3,3,21.428571429%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Castlemont High School,All Students,221A,221A,No,43.949044586%,207,207,43.949044586%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Castlemont High School,All Students,210B,210B,Yes,26.326963907%,124,124,26.326963907%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Castlemont High School,All Students,,,Did not answer,29.723991507%,140,140,29.723991507%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Community Day,All Students,221A,221A,No,60%,9,9,60%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Community Day,All Students,210B,210B,Yes,26.666666667%,4,4,26.666666667%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Community Day,All Students,,,Did not answer,13.333333333%,2,2,13.333333333%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Dewey Academy,All Students,221A,221A,No,62.275449102%,104,104,62.275449102%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Dewey Academy,All Students,210B,210B,Yes,26.946107784%,45,45,26.946107784%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Dewey Academy,All Students,,,Did not answer,10.778443114%,18,18,10.778443114%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Fremont High School,All Students,221A,221A,No,35.185185185%,95,95,35.185185185%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Fremont High School,All Students,210B,210B,Yes,20.740740741%,56,56,20.740740741%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Fremont High School,All Students,,,Did not answer,44.074074074%,119,119,44.074074074%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Gateway to College,All Students,221A,221A,No,57.894736842%,11,11,57.894736842%
"During the past 12 months, did you ever feel so sad or hopeless almost everyday for two weeks or more that you stopped doing some usual activities?",125,2016-17,OAK117_OAK118:OAK117_OAK111,Gateway to College,All Students,210B,210B,Yes,26.315789474%,5,5,26.315789474%
